video_id,cleaned_transcript,labels,generated_labels
foThKwAk7Ag,best charact cortana enthral escap five game last nomine reward spoil stori virtu zero,"['Game', 'Video game', 'Trailer (promotion)']",
eBQJ8u0ZZaY,aint big champagn critic drug love money name roll sparkli type,"['Game', 'Basketball', 'Basketball moves']",
XKoEr9t1siw,ahead babi get go know might noth said seen well,"['Vehicle', 'Motorsport', 'Sports car', 'Radio-controlled model', 'Drifting (motorsport)', 'Radio-controlled car']",
FbkD80JT_HM,anic back buffalo cap chase closer confus cup distract go group he head hill hun kill line lion mhm music oh one other outsiz protect stalk there theyr uhoh where yeah yesterday,"['Animal', 'Wildlife', 'Lion', 'Herd']",
Ei-wxV0RW5o,lord one thank what,"['Performance art', 'Dance']",
BMgmxkZ0pWI,blue capsul chun cir commenc control countdown dare earth far grave ground hear helmet jit leli major music noth pill planet protein sit there tin tong world,"['Helmet', 'Astronaut']",
Ppx13eoH_PQ,add angel blend blender caramelli chill cream date delici depend extract give healthi ice ingredi known mcken milal milk milkshak mosquit need nutrit otherwis tast teaspoon tooth um valeri vanilla,"['Food', 'Recipe', 'Cream', 'Ice cream', 'Milkshake']",
Rn-MFKvlJ5M,cliff cours cyclop defeat get hour island kill level medit per quest respawn trophi uh xp,"['Game', 'Video game', 'The Witcher 3: Wild Hunt', 'The Witcher (video game)']",
z2dbOWoEHig,chicago represen,['Dance'],
8LIGBe8-9Vk,beckham clock decent dribbl hri kahil keep like main metronom ml pace play realli shoot skill star stat striker team tell,"['Game', 'Video game', 'Sports game', 'FIFA 15', 'FIFA 13']",
8OgGJSuw08k,beauti day go oh one,['Disc jockey'],
6TmI6XQYZDY,abc firetruck fs galaxi giraff head igloo moos ms necklac qs sandal start travel ts veggi vs waterfal ws xray zebra zs,"['Cartoon', 'Animation', 'Alphabet']",
HOgcYshsbwQ,balm cinnamon color elf good got like lili lip lipstick loreal nude pink realli three um went,"['Cosmetics', 'Lipstick', 'Rouge (cosmetics)']",
ZVfVRoXrEmM,art awesom belt buckl duke fantasi final focu go look mean nice north paid pasti pole serious stand toy trade tread uh,"['Final Fantasy', 'Action figure', 'Figurine', 'Dissidia Final Fantasy']",
nNgq4umfpWU,applaus brak breth callou chanc come here jlo last life linger mister music patcher pseudo real right see showtim spectacl step there thing,"['Concert', 'Musician', 'String instrument']",
LfElzsSxzNs,ap cabinet casio includ new onboard piano sano speaker,"['Piano', 'Keyboard instrument', 'Pianist', 'Musical keyboard', 'Electronic keyboard']",
y9VQAhTHKi8,bridal chamber chili flytrap frame haha halfbad hedgehog kingli man marri mom one passageway robot robotic robotnik secret supremo swatbot trap two,"['Cartoon', 'Animation', 'Sonic the Hedgehog (character)', 'Doctor Eggman']",
yBgvKTRmALE,actual aggress fairli first game go like lookin mayb mean play realli team think,['League of Legends'],
yCbR547PjTY,arena brotherli cigarett cr everybodi forg given guy heyi hold hurrican ical life lifetim lipstick maxi nippl okay romanc say sold song sor supp thank tu uk us want wimbley youv,"['Concert', 'Musician', 'Performance art', 'String instrument']",
pVwCOMsIyJg,baron bounc chees dish fat gonna know like pepperoni pizza red review singl there uh,"['Food', 'Cuisine', 'Dish (food)', 'Outline of meals', 'Eating', 'Pizza', 'Italian cuisine']",
hPgWKS_pQMc,basil cook curri cut go heat pan pepper sauc shrimp take,"['Food', 'Recipe', 'Cooking', 'Cuisine', 'Dish (food)', 'Vegetable', 'Cooking show', 'Seafood', 'Stuffing']",
hTjMQGFUsKk,bomb cleaver dont either get gonna hammer hear jackpot money new nois one promis scratch scratcher simpson sorri thingi tv unlimit video,"['Game', 'Video game', 'The Simpsons: Tapped Out']",
97e9EFUPQ4M,block cat challeng checkpoint climb diamond flip jump kind made miss obsidian room twice uh,"['Game', 'Video game', 'Minecraft']",
AffpCNN8Mto,back chao crash film fourwheel get go guard happen he hit line look oh pad shack truck typic uhoh west where,"['Vehicle', 'Transport', 'Truck']",
M07Byt4b82w,area bloodborn cathedr door elev enemi get go im item key lamp open realli right run secret show unseen,"['Game', 'Video game']",
-9TXjMsTWoE,yeah,"['Animation', 'Kirby (series)', 'Kirby (character)', 'Clay animation']",
gP59uQ4fLNM,alcoa call carsonvil condit delug extinguish firefight fivespe foot hose inlet ladder lincoln michigan origin power prepip pump quint reel seagrav search siren truck,"['Vehicle', 'Truck', 'Fire engine']",
gTbYGyYdqBU,appl branch delici espali farm fenc fertil fruit mix plant pollin prune sunlight varieti,"['Plant', 'Gardening', 'Garden', 'Tree', 'Fruit', 'Apple']",
4RiuxKSoQXY,got laughter sh,"['Vehicle', 'Train', 'Rail transport', 'Transport', 'Railroad car', 'Locomotive', 'Rail transport modelling']",
zV97rfEMheY,everi everyth fever fire foreign heart jesu pictur piec reach start there today,"['Vehicle', 'Car', 'Tire', 'Wheel', 'Rim (wheel)']",
2EmcBxY01ik,callum cast citi column crowd destroy dora equestria gail gentlemen highlight idiot laser poni popular sick slave stum ufo us warren worst zara,"['Cartoon', 'Animation']",
nFkzkLpP-_c,arsen bought bro championship chang club confid donal done fa final game im love mate straight take team wigan worri yeah,[12],
SAa8sdixwX4,bir blue cloud dream drop gimi high lemon music oh rainbow sky sl someday somewher trav wish with wonder world,"[2, 44, 46, 138, 800]",
1WAuwop99V8,alon away cl de devot everyth find freedom frustrat happen iiv know late life mir music never oh overcom rea real silver stream strong taken tear way whatev,[5],
_onZe3Rbl8I,anderson bull celtic chicago er excel laker nba okay packet sticker two uh variou ye,[3124],
MLPFl7CR2Qc,better brazil chanc disappoint effici futur game german germani go guy happen he man match mean score soccer that think win young,[12],
0XNrksr7VR0,caus foreign got nobodi there time want,"[0, 79]",
APHvtZiJiSo,alleyway bad batman girl she world,"[4, 6, 14]",
KkmVbHpQbuE,chees dish garnish like littl mushroom oh okay parmesan pasta pesto put right sauc saute spinach tv yeah zarina,"[11, 20, 22, 29, 32, 112, 680, 1753]",
KlD6Y_Rdqhk,bit car cartridg circuit ds game gameplay go got im instruct look mission mode multiplay oh okay play price quick race simul stori there uh well whoop,"[0, 1, 19, 358, 3170]",
5GKJ63z6pAU,ass athlet babi back bar birthday brother caus crib elev fat forev highest im imma itll ladi level live lock luxuri morn pledg reach realiz ring romanc rub scratch sky tabl that thousand understand wish wow,"[3, 6, 944]",
yEQWdDiL7Q0,automobil bose cadillac cadillacfre carfax escalad mileag power price rear seat sunroof tama trade transact walkaround within worryfre zimni,"[2, 7, 116, 1352, 3440]",
N4da1MgpiBs,base center chalk drill flash flat hole insert instal jack line mark mount plate rafter roof shingl step,[821],
KuuN7kRV0Qs,age aint anymor ate babi bless blue caus cloud creep ear empti foreign got guess half havent heard im own reason rumor she shouldnt stay whisper word,"[66, 148]",
QjxWkv8OkzI,button castl chest come deathmatch game gameplay get go got guy hit im item kill know mode need play sieg spawn stuff team tnt,"[0, 1, 27]",
Qj92liYFAgE,atom basic block clasher coal craft element give go gold iron lapi machin mod netherrack nucleu proton synthet uh,"[0, 1, 27]",
Y-0NCfThZSI,alex angel away chain csm die find flash focus frogg gamit genj genjo get go guardian he ive kill long music se search tri wash,"[0, 1, 42, 111]",
foXrbGBlTSo,blender cameraman canola drizzl eatingcom emulsif go kosher mustard oil oliv perfect pure salt season shallot tablespoon take tbspoon vinegar vinegret vinegrett,"[11, 20, 22, 29, 32, 122]",
A1feY9L6yLc,anda bler blo blooper brown contin cosmic hors infer music planet unit univers wier,"[468, 635]",
8P-e0n8hMQE,music rock st yeah,"[0, 1, 2815]",
HMZp2R9FhOY,cant die got help kiss knock let master oh togeth walk yeah,[3],
Rg7-AbtGAnA,music,"[21, 23, 24, 115, 1306]",
wNSbknes7gQ,action brandon cape excit flown flyer fun guy hospit im jp lose murmur oclock okay palpit parker pleas posey power readi right still unit yeah,[682],
Wvd79th8m5Q,applaus music,"[4, 9, 10, 34, 539, 1644]",
4KTYwmWUWI4,cabl consol control ear game headset includ inlin mic microphon mm note pc plug pouch qualiti secur well,"[1, 410, 722]",
SmCLjGHE1zI,cler dring drink friend heart hp im know knowi music nauy pan pic poet romanc shakespear stay swinger talk thank theed wild,[3],
SmWczBBeLJw,car five forward instal money origin preset press radio seek short work your,"[2, 7, 224, 1144, 1383, 2244]",
7kMYIhQ8QZ0,abras chemic comom concret densifi georgia houon jackson lavina locat multitud offer prepar seminar super superabras support sur surf surfac system technic wwwsuper,"[62, 606, 616, 966]",
zlJeJmad0Dk,agron art binder blister clash earli ex full got guy mega one prereleas primal set target trade,"[0, 21, 23, 81, 215, 217, 447, 790, 915]",
RvxMf1tTL0M,camp dont flank game get glitch guy im kdr know like op outplay outshot piss play player prick rant shotgun smg sniper,"['Game', 'Video game', 'Call of Duty', 'Call of Duty: Black Ops II']",
-0qwVdTJsbU,arch archer attack barbarian castl center clan go he inferno lure pecker queen spell star tesla three town troop uh um wipe,"['Game', 'Video game', 'Strategy video game', 'Clash of Clans']",
qxmyLNw3dC4,alon back bless catastroph chicago couldnt faith fear felt francisco home long san sick sinc straight time took use walk,"['Video game', 'Final Fantasy']",
r-kKItj-MsI,cherri chili dice dri eggplant garlic oil okay onion sambal shrimp slice tomato,"['Food', 'Recipe', 'Cooking', 'Cuisine', 'Dish (food)', '', 'Cooking show', 'Meat', 'Eggplant']",
kLRIiK735w8,anoth arm babi becom bye cant cold door equat fall figur go gotta heart longer love minut nowher oh road shine sorri stand sun time walk without wrap,['Music video'],
-ROCBQ35FR8,apex drive driver heather instructor kansa kctv rig rollov semi stagger teach truck upright wind,['Driving'],
mNhngHFxjc0,cd charli convinc sport street top,['Music video'],
8At3H6UcIX4,aerodactyl anyth bark britney confus damag diglett ditto eeve evolv fire fossil grass music mysteri oh okay pokebal type uh um weak,"['Game', 'Video game', 'Cartoon', 'Pokémon', 'Pokémon (video game series)', 'Card game', 'Collectible card game', 'Pokémon Trading Card Game']",
8BO3bMRbduY,actual ban basic dupe game get go guy hive im join loot okay pistol privat public see server uh um wait,"['Game', 'DayZ (video game)']",
8FikCqFufLQ,alreadi came fame fool fortun forun hello justifi know life roll ronic say si side stori suici suicid time,"['Radio-controlled model', 'Radio-controlled car', 'Traxxas']",
WdNBb9xxJ1o,bar connect let mail music oh punish say wait,"['Game', 'Video game', 'Action-adventure game', 'Grand Theft Auto V', 'Grand Theft Auto: San Andreas', 'Punisher']",
YuJtQV9lK0I,applaus fam lose music sh,['Dance'],
ePDj35yTkD0,adelaid chanc final glori mcgari nagi nib nil perth red rio save spot stadium whistl zara,"['Game', 'Association football']",
50-CJGkgjF8,ancient anent cereal corn countrysid farm grain grow harvest iron leonardo modern plant seed small uh wheat yield,"['Food', 'Farm', 'Wheat']",
luz8hx25Sbo,basic booklet effect fanboy galaxi game gonna like mario mass nintendo oh play wii,"['Video game', 'Wii', 'Super Mario Galaxy 2']",
cmHvDxOng5M,applaus cher come david dive job le man,"['Game', 'Association football', 'Highlight film']",
crqYWJlMecI,assault autumn chief coven halo hey master music pillar reach reclaim rifl shield shoot spartan,"['Game', 'Video game', 'Cartoon', 'Halo (series)']",
K7P6fEFwoPc,assho baryl bear bewar grizli luru new ooh phosphoresc plateosauru plumag pterodactyl rememb tear teroid triassic true ye,"['Outdoor recreation', 'Extreme sport', 'Jumping', 'Parachuting']",
5mg_JrhfPs8,adapt alienwar batteri ddr ethernet fx gigabyt gigahertz got hd hp intel laptop new spec uh um,"['Video game', 'Personal computer', 'Laptop', 'Television']",
CfGMYLEVa34,applaus make music nois,"['Game', 'Association football', 'Stadium']",
y_MElYA8bJc,assault clan duti feel get like lot peopl play realli rifl smg snipe sniper thing uh,"['Game', 'Video game', 'Call of Duty', 'Call of Duty: Ghosts']",
BlBG7Fm5mg0,applaus dri high look motion music paradis sk slow small temp,"['Concert', 'Musician', 'Performance art']",
By1grlLquw0,abl applaus auspici breast cancer celebr crew eclips godmoth great import inaugur music name rais ship somebodi uh,"['Ship', 'Cruise ship']",
FShKew4p_cc,accur antisplint base blade blown cut deflector dust extract guid howev jigsaw machin mafel parallel posit sawdust track use,"['Tool', 'Saw']",
p8yrtu_VgOU,appli blend brush go gonna kind lash medium pink purpl shade take use wet,"['Cosmetics', 'Eye shadow', 'Mascara', 'Lipstick', 'Eye liner', 'Rouge (cosmetics)']",
lG5QO_UWgX0,chef cook fabio feta flavor food oil oliv restaur smell virgin,"['Food', 'Recipe', 'Cooking', 'Cuisine', 'Dish (food)', 'Vegetable', '', 'Cooking show', 'Outline of meals', 'Pasta', 'Italian cuisine']",
oMiXCt_P3mU,actual ball bestsel buy dragon fight game item mean play rpg stuff uniqu want xenovers,"['Game', 'Video game', 'Cartoon', 'Dragon Ball', 'Goku', 'Dragon Ball Xenoverse']",
MGUe99_xyQ4,butter fraction heal moistur natur shea skin unrefin,['Hair'],
etzp9hLEGcc,better chemistri coach defens didnt game get guy hard he kevin know paul play practic rebound season starer starter team tonight uh um well,['Basketball'],
xbrvK79A75Y,chart empti finger first fourth fret music second sequenc short third,"['Guitar', 'String instrument', 'Acoustic guitar']",
c60goP-vtEg,ahead auction bravosix bridg bugger casualti cedric centuri comp compani copter divot extract fovea get gunship hold let move notch odom pic preregist preschool regroup scalia scout sir spotlight stay,"['Game', 'Video game', 'Call of Duty', 'First-person shooter', 'Call of Duty 4: Modern Warfare']",
c8cz6yAmSn8,atla control enemi failur fire friendli hile lead leader lost onlin reload suppress uav unaccept weve,"['Game', 'Video game', 'Call of Duty', 'Call of Duty: Advanced Warfare']",
oB6skFlozWA,backpack bother green littl name particularli poni realli shaniqua stephani swag thing word,"['Hair', 'Dreadlocks']",
Sgft8hdy2sg,applaus la music sh,"['House', 'The Sims', '', 'The Sims 3']",
CtDioI5wPDg,bh blend bobbi brush bun bundl conceal cosmet creas gel go hair im liner lip palett pin slick wrap,"['Cosmetics', 'Hair', 'Hairstyle', 'Eye shadow', 'Lipstick']",
hv3C9aH_hiE,lamb laugh mari patient school teacher,"['Game', 'Cartoon', 'Animation', 'The Walt Disney Company', 'Princess', 'Kristoff (Disney)']",
5yyGUlJgvhM,accelera aint centr central conc crumbl cz degener destr dum en energi eneri escap flawless free gradual inali inescap maintain matter music offset onest particl quo relea sens shatter simpl simplic societ spiral tiniest tragic turn,['Music video'],
5yK-mQzAgiM,access avail bad bodybuild drug flexibl inform lack legitim mainstream mobil movement nutrit nutritionist peopl physic sedentari steroid train trainer,"['Weight training', 'Squat (exercise)']",
_Z1JnYXFlQE,big cancer come drunk face guy halo im man match oh seriou swa,['Halo (series)'],
_gBUmxHVf_E,bait big cast fall fish flip jig like mean pitch skinni tube underhand water your,"['Fishing', 'Outdoor recreation', 'Recreational fishing']",
MLQ4RFMYdd4,alert apostl canka capit countri critic deserv dr father ghanian given govern india kuafu media peopl public qu recognit safu thing tv,"['Vehicle', 'Car']",
lz13LH7qZl8,anoth blueberri boo collector cross do favorit fr fruit funni ghost gut halloween isnt joke pleas skeleton snowman tell thank tobi vampir video,"['Toy', 'Doll', 'Barbie']",
